ID	cond	phase	blk	tri	targetId	err	comp	distance	ct	clk	TimeOUt
S1	plain	P2	B2	2	10	0	TRUE	0	4360	1	0
S1	plain	P2	B2	3	13	0	TRUE	0	2232	1	0
S1	plain	P2	B2	4	6	0	TRUE	0	3432	1	0
S1	plain	P2	B2	5	7	0	TRUE	0	4800	1	0
S1	plain	P2	B2	6	12	0	TRUE	0	4928	1	0
S1	plain	P2	B2	7	1	0	TRUE	0	3944	1	0
S1	plain	P2	B2	8	4	0	TRUE	0	4928	1	0
S1	plain	P2	B2	9	9	2	TRUE	0	5309	3	0
S1	plain	P2	B2	10	0	0	TRUE	0	2527	1	0
S1	plain	P2	B3	1	10	0	TRUE	0	3735	1	0
S1	plain	P2	B3	2	7	0	TRUE	0	4552	1	0
S1	plain	P2	B3	3	3	0	TRUE	0	3313	1	0
S1	plain	P2	B3	4	1	0	TRUE	0	4047	1	0
S1	plain	P2	B3	5	6	0	TRUE	0	3528	1	0
S1	plain	P2	B3	6	0	0	TRUE	0	2335	1	0
S1	plain	P2	B3	7	12	0	TRUE	0	3504	1	0
S1	plain	P2	B3	8	9	0	TRUE	0	2744	1	0
S1	plain	P2	B3	9	13	1	TRUE	0	4224	2	0
S1	plain	P2	B3	10	4	1	TRUE	0	5008	2	0
S1	plain	P3	B1	1	5	4	TRUE	0	8692	5	0
S1	plain	P3	B1	2	8	2	TRUE	0	7600	3	0
S1	plain	P3	B1	3	6	3	TRUE	0	10727	4	0
S1	plain	P3	B1	4	2	9	TRUE	0	21126	10	0
S1	plain	P3	B1	5	3	1	TRUE	0	7224	2	0
S1	plain	P3	B1	6	11	0	TRUE	0	3391	1	0
S1	plain	P3	B1	7	10	2	TRUE	0	5415	3	0
S1	plain	P3	B1	8	4	1	TRUE	0	3688	2	0
S1	plain	P3	B1	9	14	4	TRUE	0	10374	5	0
S1	plain	P3	B1	10	9	2	TRUE	0	8151	3	0
S1	plain	P3	B1	11	7	1	TRUE	0	4711	2	0
S1	plain	P3	B1	12	0	0	TRUE	0	2943	1	0
S1	plain	P3	B1	13	1	3	TRUE	0	10520	4	0
S1	plain	P3	B1	14	13	0	TRUE	0	3176	1	0
S1	plain	P3	B1	15	12	0	TRUE	0	6559	1	0
S1	plain	P3	B2	1	14	0	TRUE	0	4976	1	0
S1	plain	P3	B2	2	12	21	TRUE	0	37333	22	0
S1	plain	P3	B2	3	9	3	TRUE	0	6495	4	0
S1	plain	P3	B2	4	1	0	TRUE	0	6065	1	0
S1	plain	P3	B2	5	8	6	TRUE	0	11670	7	0
S1	plain	P3	B2	6	7	2	TRUE	0	7934	3	0
S1	plain	P3	B2	7	5	4	TRUE	0	9135	5	0
S1	plain	P3	B2	8	4	1	TRUE	0	5640	2	0
S1	plain	P3	B2	9	6	1	TRUE	0	4591	2	0
S1	plain	P3	B2	10	13	0	TRUE	0	4824	1	0
S1	plain	P3	B2	11	3	1	TRUE	0	6407	2	0
S1	plain	P3	B2	12	2	0	TRUE	0	3144	1	0
S1	plain	P3	B2	13	0	0	TRUE	0	2720	1	0
S1	plain	P3	B2	14	11	0	TRUE	0	3423	1	0
S1	plain	P3	B2	15	10	0	TRUE	0	3216	1	0
S1	plain	P3	B3	1	7	0	TRUE	0	3680	1	0
S1	plain	P3	B3	2	1	0	TRUE	0	3896	1	0
S1	plain	P3	B3	3	8	0	TRUE	0	3152	1	0
S1	plain	P3	B3	4	10	2	TRUE	0	5776	3	0
S1	plain	P3	B3	5	0	0	TRUE	0	2480	1	0
S1	plain	P3	B3	6	14	0	TRUE	0	3167	1	0
S1	plain	P3	B3	7	11	0	TRUE	0	3065	1	0
S1	plain	P3	B3	8	12	3	TRUE	0	8094	4	0
S1	plain	P3	B3	9	3	0	TRUE	0	3639	1	0
S1	plain	P3	B3	10	4	2	TRUE	0	4896	3	0
S1	plain	P3	B3	11	9	0	TRUE	0	5143	1	0
S1	plain	P3	B3	12	5	4	TRUE	0	9712	5	0
S1	plain	P3	B3	13	6	0	TRUE	0	3481	1	0
S1	plain	P3	B3	14	13	0	TRUE	0	2887	1	0
S1	plain	P3	B3	15	2	0	TRUE	0	2640	1	0
S1	randicon	P1	B1	1	12	0	TRUE	0	2069	1	0
S1	randicon	P1	B1	2	6	0	TRUE	0	2806	1	0
S1	randicon	P1	B1	3	9	0	TRUE	0	4672	1	0
S1	randicon	P1	B1	4	3	0	TRUE	0	3375	1	0
S1	randicon	P1	B1	5	0	0	TRUE	0	2376	1	0
S1	randicon	P1	B2	1	6	0	TRUE	0	2984	1	0
S1	randicon	P1	B2	2	9	1	TRUE	0	4984	2	0
S1	randicon	P1	B2	3	12	0	TRUE	0	3295	1	0
S1	randicon	P1	B2	4	0	0	TRUE	0	4407	1	0
S1	randicon	P1	B2	5	3	0	TRUE	0	2936	1	0
S1	randicon	P1	B3	1	6	0	TRUE	0	2424	1	0
S1	randicon	P1	B3	2	3	0	TRUE	0	2984	1	0
S1	randicon	P1	B3	3	12	0	TRUE	0	2752	1	0
S1	randicon	P1	B3	4	9	0	TRUE	0	3087	1	0
S1	randicon	P1	B3	5	0	0	TRUE	0	2031	1	0
S1	randicon	P2	B1	1	9	1	TRUE	0	10862	2	0
S1	randicon	P2	B1	2	7	0	TRUE	0	3256	1	0
S1	randicon	P2	B1	3	1	0	TRUE	0	3367	1	0
S1	randicon	P2	B1	4	13	0	TRUE	0	3920	1	0
S1	randicon	P2	B1	5	0	0	TRUE	0	2888	1	0
S1	randicon	P2	B1	6	4	0	TRUE	0	4167	1	0
S1	randicon	P2	B1	7	10	0	TRUE	0	4497	1	0
S1	randicon	P2	B1	8	6	0	TRUE	0	2712	1	0
S1	randicon	P2	B1	9	12	0	TRUE	0	2327	1	0
S1	randicon	P2	B1	10	3	0	TRUE	0	2783	1	0
S1	randicon	P2	B2	1	1	0	TRUE	0	2648	1	0
S1	randicon	P2	B2	2	4	0	TRUE	0	3744	1	0
S1	randicon	P2	B2	3	10	0	TRUE	0	2783	1	0
S1	randicon	P2	B2	4	6	0	TRUE	0	2375	1	0
S1	randicon	P2	B2	5	0	0	TRUE	0	2481	1	0
S1	randicon	P2	B2	6	9	0	TRUE	0	4183	1	0
S1	randicon	P2	B2	7	3	0	TRUE	0	2880	1	0
S1	randicon	P2	B2	8	7	1	TRUE	0	5936	2	0
S1	randicon	P2	B2	9	12	0	TRUE	0	2671	1	0
S1	randicon	P2	B2	10	13	0	TRUE	0	2529	1	0
S1	randicon	P2	B3	1	4	0	TRUE	0	2831	1	0
S1	randicon	P2	B3	2	1	0	TRUE	0	2697	1	0
S1	randicon	P2	B3	3	9	0	TRUE	0	3247	1	0
S1	randicon	P2	B3	4	3	0	TRUE	0	2712	1	0
S1	randicon	P2	B3	5	13	0	TRUE	0	2688	1	0
S1	randicon	P2	B3	6	7	0	TRUE	0	2175	1	0
S1	randicon	P2	B3	7	6	0	TRUE	0	2688	1	0
S1	randicon	P2	B3	8	10	0	TRUE	0	2904	1	0
S1	randicon	P2	B3	9	0	0	TRUE	0	2279	1	0
S1	randicon	P2	B3	10	12	0	TRUE	0	3120	1	0
S1	randicon	P3	B1	1	10	0	TRUE	0	2486	1	0
S1	randicon	P3	B1	2	11	0	TRUE	0	2375	1	0
S1	randicon	P3	B1	3	8	0	TRUE	0	2711	1	0
S1	randicon	P3	B1	4	3	0	TRUE	0	2647	1	0
S1	randicon	P3	B1	5	9	0	TRUE	0	2951	1	0
S1	randicon	P3	B1	6	5	0	TRUE	0	2560	1	0
S1	randicon	P3	B1	7	13	0	TRUE	0	2488	1	0
S1	randicon	P3	B1	8	6	0	TRUE	0	2280	1	0
S1	randicon	P3	B1	9	14	0	TRUE	0	2297	1	0
S1	randicon	P3	B1	10	1	0	TRUE	0	2272	1	0
S1	randicon	P3	B1	11	4	0	TRUE	0	2975	1	0
S1	randicon	P3	B1	12	0	0	TRUE	0	2320	1	0
S1	randicon	P3	B1	13	7	0	TRUE	0	2375	1	0
S1	randicon	P3	B1	14	12	0	TRUE	0	3008	1	0
S1	randicon	P3	B1	15	2	0	TRUE	0	4647	1	0
S1	randicon	P3	B2	1	5	0	TRUE	0	3296	1	0
S1	randicon	P3	B2	2	12	0	TRUE	0	2584	1	0
S1	randicon	P3	B2	3	1	0	TRUE	0	2791	1	0
S1	randicon	P3	B2	4	6	0	TRUE	0	3536	1	0
S1	randicon	P3	B2	5	13	0	TRUE	0	2880	1	0
S1	randicon	P3	B2	6	2	0	TRUE	0	3120	1	0
S1	randicon	P3	B2	7	11	0	TRUE	0	4607	1	0
S1	randicon	P3	B2	8	14	0	TRUE	0	2503	1	0
S1	randicon	P3	B2	9	0	0	TRUE	0	2815	1	0
S1	randicon	P3	B2	10	7	0	TRUE	0	2175	1	0
S1	randicon	P3	B2	11	9	0	TRUE	0	3600	1	0
S1	randicon	P3	B2	12	4	0	TRUE	0	3872	1	0
S1	randicon	P3	B2	13	10	0	TRUE	0	3280	1	0
S1	randicon	P3	B2	14	3	0	TRUE	0	2535	1	0
S1	randicon	P3	B2	15	8	0	TRUE	0	2441	1	0
S1	randicon	P3	B3	1	3	0	TRUE	0	3207	1	0
S1	randicon	P3	B3	2	4	0	TRUE	0	3312	1	0
S1	randicon	P3	B3	3	9	0	TRUE	0	2864	1	0
S1	randicon	P3	B3	4	8	0	TRUE	0	3887	1	0
S1	randicon	P3	B3	5	11	0	TRUE	0	2624	1	0
S1	randicon	P3	B3	6	14	0	TRUE	0	2192	1	0
S1	randicon	P3	B3	7	10	0	TRUE	0	2408	1	0
S1	randicon	P3	B3	8	5	0	TRUE	0	3744	1	0
S1	randicon	P3	B3	9	0	0	TRUE	0	2520	1	0
S1	randicon	P3	B3	10	1	0	TRUE	0	2416	1	0
S1	randicon	P3	B3	11	6	0	TRUE	0	2584	1	0
S1	randicon	P3	B3	12	7	1	TRUE	0	4039	2	0
S1	randicon	P3	B3	13	12	0	TRUE	0	2840	1	0
S1	randicon	P3	B3	14	2	0	TRUE	0	2656	1	0
S1	randicon	P3	B3	15	13	0	TRUE	0	2496	1	0
S1	uicon	P1	B1	1	9	0	TRUE	0	6061	1	0
S1	uicon	P1	B1	2	6	0	TRUE	0	2743	1	0
S1	uicon	P1	B1	3	0	0	TRUE	0	2591	1	0
S1	uicon	P1	B1	4	12	0	TRUE	0	4824	1	0
S1	uicon	P1	B1	5	3	0	TRUE	0	2711	1	0
S1	uicon	P1	B2	1	0	0	TRUE	0	2279	1	0
S1	uicon	P1	B2	2	9	0	TRUE	0	4024	1	0
S1	uicon	P1	B2	3	6	0	TRUE	0	2184	1	0
S1	uicon	P1	B2	4	12	0	TRUE	0	3200	1	0
S1	uicon	P1	B2	5	3	0	TRUE	0	2944	1	0
S1	uicon	P1	B3	1	12	0	TRUE	0	3480	1	0
S1	uicon	P1	B3	2	0	0	TRUE	0	2807	1	0
S1	uicon	P1	B3	3	9	2	TRUE	0	8001	3	0
S1	uicon	P1	B3	4	6	0	TRUE	0	2112	1	0
S1	uicon	P1	B3	5	3	0	TRUE	0	2856	1	0
S1	uicon	P2	B1	1	13	0	TRUE	0	2013	1	0
S1	uicon	P2	B1	2	0	0	TRUE	0	3455	1	0
S1	uicon	P2	B1	3	3	0	TRUE	0	2696	1	0
S1	uicon	P2	B1	4	12	0	TRUE	0	3704	1	0
S1	uicon	P2	B1	5	10	0	TRUE	0	6680	1	0
S1	uicon	P2	B1	6	6	0	TRUE	0	2272	1	0
S1	uicon	P2	B1	7	9	0	TRUE	0	4600	1	0
S1	uicon	P2	B1	8	4	0	TRUE	0	7383	1	0
S1	uicon	P2	B1	9	1	0	TRUE	0	5224	1	0
S1	uicon	P2	B1	10	7	0	TRUE	0	2640	1	0
S1	uicon	P2	B2	1	13	0	TRUE	0	3056	1	0
S1	uicon	P2	B2	2	0	0	TRUE	0	2432	1	0
S1	uicon	P2	B2	3	1	0	TRUE	0	4735	1	0
S1	uicon	P2	B2	4	12	0	TRUE	0	2527	1	0
S1	uicon	P2	B2	5	7	0	TRUE	0	2439	1	0
S1	uicon	P2	B2	6	10	0	TRUE	0	9568	1	0
S1	uicon	P2	B2	7	4	0	TRUE	0	4159	1	0
S1	uicon	P2	B2	8	9	0	TRUE	0	8008	1	0
S1	uicon	P2	B2	9	3	0	TRUE	0	3024	1	0
S1	uicon	P2	B2	10	6	0	TRUE	0	2408	1	0
S1	uicon	P2	B3	1	1	0	TRUE	0	2960	1	0
S1	uicon	P2	B3	2	12	0	TRUE	0	2784	1	0
S1	uicon	P2	B3	3	3	0	TRUE	0	2767	1	0
S1	uicon	P2	B3	4	7	0	TRUE	0	2608	1	0
S1	uicon	P2	B3	5	9	0	TRUE	0	2984	1	0
S1	uicon	P2	B3	6	4	0	TRUE	0	2832	1	0
S1	uicon	P2	B3	7	13	0	TRUE	0	2545	1	0
S1	uicon	P2	B3	8	0	0	TRUE	0	2759	1	0
S1	uicon	P2	B3	9	6	0	TRUE	0	3055	1	0
S1	uicon	P2	B3	10	10	0	TRUE	0	2920	1	0
S1	uicon	P3	B1	1	4	0	TRUE	0	2733	1	0
S1	uicon	P3	B1	2	12	0	TRUE	0	3288	1	0
S1	uicon	P3	B1	3	8	0	TRUE	0	5743	1	0
S1	uicon	P3	B1	4	1	0	TRUE	0	2728	1	0
S1	uicon	P3	B1	5	9	0	TRUE	0	4807	1	0
S1	uicon	P3	B1	6	5	0	TRUE	0	6120	1	0
S1	uicon	P3	B1	7	13	0	TRUE	0	2904	1	0
S1	uicon	P3	B1	8	6	0	TRUE	0	2167	1	0
S1	uicon	P3	B1	9	7	0	TRUE	0	3960	1	0
S1	uicon	P3	B1	10	10	0	TRUE	0	3512	1	0
S1	uicon	P3	B1	11	0	0	TRUE	0	3096	1	0
S1	uicon	P3	B1	12	11	1	TRUE	0	5423	2	0
S1	uicon	P3	B1	13	14	0	TRUE	0	4023	1	0
S1	uicon	P3	B1	14	2	0	TRUE	0	4808	1	0
S1	uicon	P3	B1	15	3	0	TRUE	0	3423	1	0
S1	uicon	P3	B2	1	10	0	TRUE	0	3008	1	0
S1	uicon	P3	B2	2	4	0	TRUE	0	2617	1	0
S1	uicon	P3	B2	3	5	0	TRUE	0	5072	1	0
S1	uicon	P3	B2	4	12	0	TRUE	0	2815	1	0
S1	uicon	P3	B2	5	11	0	TRUE	0	2880	1	0
S1	uicon	P3	B2	6	1	0	TRUE	0	2696	1	0
S1	uicon	P3	B2	7	2	1	TRUE	0	11281	2	0
S1	uicon	P3	B2	8	6	0	TRUE	0	2951	1	0
S1	uicon	P3	B2	9	14	0	TRUE	0	2377	1	0
S1	uicon	P3	B2	10	0	0	TRUE	0	2496	1	0
S1	uicon	P3	B2	11	7	0	TRUE	0	2271	1	0
S1	uicon	P3	B2	12	9	1	TRUE	0	3503	2	0
S1	uicon	P3	B2	13	8	0	TRUE	0	2272	1	0
S1	uicon	P3	B2	14	3	0	TRUE	0	3103	1	0
S1	uicon	P3	B2	15	13	0	TRUE	0	2968	1	0
S1	uicon	P3	B3	1	3	0	TRUE	0	2881	1	0
S1	uicon	P3	B3	2	2	1	TRUE	0	9399	2	0
S1	uicon	P3	B3	3	5	1	TRUE	0	9416	2	0
S1	uicon	P3	B3	4	8	0	TRUE	0	3559	1	0
S1	uicon	P3	B3	5	7	0	TRUE	0	2025	1	0
S1	uicon	P3	B3	6	12	0	TRUE	0	2432	1	0
S1	uicon	P3	B3	7	14	0	TRUE	0	2399	1	0
S1	uicon	P3	B3	8	11	0	TRUE	0	2743	1	0
S1	uicon	P3	B3	9	6	0	TRUE	0	2249	1	0
S1	uicon	P3	B3	10	10	0	TRUE	0	4872	1	0
S1	uicon	P3	B3	11	13	0	TRUE	0	2487	1	0
S1	uicon	P3	B3	12	0	1	TRUE	0	4313	2	0
S1	uicon	P3	B3	13	4	0	TRUE	0	4367	1	0
S1	uicon	P3	B3	14	9	0	TRUE	0	3383	1	0
S1	uicon	P3	B3	15	1	0	TRUE	0	2353	1	0
S1	ulabel	P1	B1	1	3	0	TRUE	0	3350	1	0
S1	ulabel	P1	B1	2	0	0	TRUE	0	4527	1	0
S1	ulabel	P1	B1	3	12	0	TRUE	0	3391	1	0
S1	ulabel	P1	B1	4	6	0	TRUE	0	3152	1	0
S1	ulabel	P1	B1	5	9	0	TRUE	0	6383	1	0
S1	ulabel	P1	B2	1	3	0	TRUE	0	2920	1	0
S1	ulabel	P1	B2	2	9	0	TRUE	0	3889	1	0
S1	ulabel	P1	B2	3	12	0	TRUE	0	3000	1	0
S1	ulabel	P1	B2	4	0	0	TRUE	0	4223	1	0
S1	ulabel	P1	B2	5	6	0	TRUE	0	2928	1	0
S1	ulabel	P1	B3	1	3	1	TRUE	0	4728	2	0
S1	ulabel	P1	B3	2	0	0	TRUE	0	3024	1	0
S1	ulabel	P1	B3	3	9	0	TRUE	0	3552	1	0
S1	ulabel	P1	B3	4	6	0	TRUE	0	3352	1	0
S1	ulabel	P1	B3	5	12	0	TRUE	0	2944	1	0
S1	ulabel	P2	B1	1	13	0	TRUE	0	2870	1	0
S1	ulabel	P2	B1	2	1	0	TRUE	0	2894	1	0
S1	ulabel	P2	B1	3	3	0	TRUE	0	3768	1	0
S1	ulabel	P2	B1	4	10	0	TRUE	0	4184	1	0
S1	ulabel	P2	B1	5	9	0	TRUE	0	2759	1	0
S1	ulabel	P2	B1	6	4	0	TRUE	0	3312	1	0
S1	ulabel	P2	B1	7	12	0	TRUE	0	3832	1	0
S1	ulabel	P2	B1	8	0	0	TRUE	0	3144	1	0
S1	ulabel	P2	B1	9	7	0	TRUE	0	3991	1	0
S1	ulabel	P2	B1	10	6	0	TRUE	0	2544	1	0
S1	ulabel	P2	B2	1	10	0	TRUE	0	4311	1	0
S1	ulabel	P2	B2	2	1	0	TRUE	0	2648	1	0
S1	ulabel	P2	B2	3	13	0	TRUE	0	3584	1	0
S1	ulabel	P2	B2	4	0	0	TRUE	0	5639	1	0
S1	ulabel	P2	B2	5	4	0	TRUE	0	3777	1	0
S1	ulabel	P2	B2	6	7	0	TRUE	0	4375	1	0
S1	ulabel	P2	B2	7	6	0	TRUE	0	3272	1	0
S1	ulabel	P2	B2	8	9	0	TRUE	0	3631	1	0
S1	ulabel	P2	B2	9	12	0	TRUE	0	3113	1	0
S1	ulabel	P2	B2	10	3	0	TRUE	0	4031	1	0
S1	ulabel	P2	B3	1	4	0	TRUE	0	3624	1	0
S1	ulabel	P2	B3	2	12	0	TRUE	0	3655	1	0
S1	ulabel	P2	B3	3	1	0	TRUE	0	3128	1	0
S1	ulabel	P2	B3	4	7	0	TRUE	0	3896	1	0
S1	ulabel	P2	B3	5	3	0	TRUE	0	3687	1	0
S1	ulabel	P2	B3	6	6	0	TRUE	0	2879	1	0
S1	ulabel	P2	B3	7	0	0	TRUE	0	3200	1	0
S1	ulabel	P2	B3	8	13	0	TRUE	0	5153	1	0
S1	ulabel	P2	B3	9	9	0	TRUE	0	3735	1	0
S1	ulabel	P2	B3	10	10	0	TRUE	0	3128	1	0
S1	ulabel	P3	B1	1	6	0	TRUE	0	3324	1	0
S1	ulabel	P3	B1	2	0	0	TRUE	0	2870	1	0
S1	ulabel	P3	B1	3	9	0	TRUE	0	4191	1	0
S1	ulabel	P3	B1	4	5	0	TRUE	0	3575	1	0
S1	ulabel	P3	B1	5	8	0	TRUE	0	3792	1	0
S1	ulabel	P3	B1	6	3	0	TRUE	0	4888	1	0
S1	ulabel	P3	B1	7	10	0	TRUE	0	3440	1	0
S1	ulabel	P3	B1	8	7	0	TRUE	0	3224	1	0
S1	ulabel	P3	B1	9	14	0	TRUE	0	3816	1	0
S1	ulabel	P3	B1	10	2	0	TRUE	0	4280	1	0
S1	ulabel	P3	B1	11	12	0	TRUE	0	3960	1	0
S1	ulabel	P3	B1	12	11	0	TRUE	0	2968	1	0
S1	ulabel	P3	B1	13	4	0	TRUE	0	4055	1	0
